Best_overall,Overall_rating,Potential,Age,Value
56,53,62,18,200000.0
56,56,68,18,300000.0
62,60,65,24,375000.0
60,57,70,19,400000.0
58,56,63,20,275000.0
56,56,61,23,200000.0
60,57,66,21,375000.0
60,58,78,16,550000.0
62,61,63,26,375000.0
60,60,64,27,250000.0
63,63,67,26,525000.0
66,62,67,24,600000.0
60,60,74,18,550000.0
54,53,70,17,230000.0
61,60,67,22,475000.0
63,63,63,28,475000.0
58,56,65,20,300000.0
67,67,67,28,1000000.0
60,60,67,22,425000.0
64,63,66,25,625000.0
70,67,71,24,1500000.0
67,66,66,35,350000.0
57,57,64,22,325000.0
58,56,62,23,220000.0
60,60,76,18,600000.0
53,51,59,18,120000.0
57,56,70,19,325000.0
65,65,67,25,675000.0
60,58,69,20,450000.0
61,59,66,21,450000.0
60,58,66,22,450000.0
63,63,66,26,575000.0
50,48,68,17,130000.0
60,60,70,22,525000.0
65,64,70,22,875000.0
66,64,69,26,775000.0
54,52,57,24,110000.0
55,54,64,20,220000.0
56,54,61,23,200000.0
58,56,63,23,275000.0
57,56,63,23,275000.0
54,52,64,20,190000.0
61,58,60,26,250000.0
56,54,70,19,275000.0
55,55,65,22,250000.0
70,68,74,25,1700000.0
51,51,64,19,120000.0
63,59,64,25,325000.0
61,60,73,20,575000.0
62,60,72,19,600000.0
57,53,69,18,240000.0
58,56,66,20,325000.0
56,53,65,19,220000.0
64,62,75,17,925000.0
59,57,71,18,350000.0
59,58,76,17,500000.0
62,60,63,26,325000.0
58,58,69,20,375000.0
62,58,64,23,325000.0
66,66,66,30,725000.0
65,64,71,21,1100000.0
58,58,66,22,400000.0
70,70,74,24,1800000.0
71,71,72,27,2000000.0
50,50,58,23,90000.0
50,50,54,24,60000.0
68,68,68,26,1100000.0
60,60,60,30,240000.0
56,55,59,23,180000.0
60,60,60,31,130000.0
53,52,56,23,110000.0
51,50,54,23,60000.0
48,48,61,19,100000.0
51,49,55,21,80000.0
60,60,62,28,210000.0
52,52,55,25,100000.0
51,49,56,22,100000.0
51,51,56,21,70000.0
51,49,56,21,90000.0
51,51,51,32,30000.0
52,50,58,22,100000.0
52,51,58,21,120000.0
63,61,68,24,675000.0
65,65,73,23,1400000.0
67,66,74,22,1900000.0
62,62,62,32,250000.0
61,61,69,22,700000.0
60,60,68,21,525000.0
58,57,67,20,350000.0
68,66,72,22,1200000.0
57,57,66,20,350000.0
58,58,59,30,150000.0
55,54,54,33,70000.0
50,48,58,20,100000.0
51,48,48,37,15000.0
53,51,61,18,110000.0
51,50,56,18,60000.0
51,51,69,18,130000.0
64,63,78,18,1100000.0
58,56,66,19,300000.0
56,54,67,17,230000.0
55,53,66,17,220000.0
54,54,74,17,275000.0
54,52,71,17,200000.0
53,53,70,20,220000.0
57,56,75,18,350000.0
58,58,58,29,140000.0
52,50,60,18,100000.0
60,54,72,19,275000.0
62,60,63,25,325000.0
60,60,60,29,170000.0
64,62,73,22,825000.0
53,53,72,17,210000.0
66,66,70,22,1200000.0
64,63,66,27,550000.0
58,58,61,26,250000.0
58,58,58,30,190000.0
56,54,65,20,240000.0
67,67,69,25,975000.0
68,66,70,26,1100000.0
59,59,69,20,475000.0
62,61,66,23,500000.0
62,58,64,22,325000.0
59,57,68,23,350000.0
62,62,71,20,825000.0
61,60,69,20,550000.0
60,59,68,22,500000.0
54,52,62,19,170000.0
50,50,50,27,50000.0
52,50,57,21,100000.0
50,50,57,20,80000.0
59,59,59,37,40000.0
50,50,50,32,30000.0
57,56,66,18,275000.0
66,61,70,21,725000.0
65,64,66,27,625000.0
53,51,64,18,140000.0
61,61,72,21,650000.0
62,61,74,21,800000.0
64,62,69,19,775000.0
59,57,74,17,400000.0
58,57,64,22,325000.0
63,63,68,23,575000.0
66,66,77,20,1600000.0
64,61,69,22,700000.0
60,58,72,19,450000.0
63,63,71,20,1100000.0
63,63,63,29,425000.0
68,65,74,19,1500000.0
63,63,73,22,1000000.0
59,58,63,23,275000.0
69,66,69,26,1100000.0
67,65,68,26,950000.0
62,62,63,26,425000.0
59,57,64,22,300000.0
63,62,66,24,525000.0
61,58,63,22,300000.0
54,50,57,20,90000.0
62,62,62,27,425000.0
60,60,61,26,250000.0
66,64,68,24,775000.0
57,57,64,20,300000.0
63,61,67,22,525000.0
55,51,60,21,130000.0
58,58,68,21,400000.0
57,55,60,23,190000.0
61,59,65,22,350000.0
55,52,69,18,200000.0
59,54,59,25,150000.0
61,61,78,18,800000.0
60,59,65,22,325000.0
65,65,66,26,850000.0
66,63,70,24,950000.0
57,55,68,19,275000.0
55,55,62,21,240000.0
49,47,63,18,110000.0
50,47,60,19,110000.0
51,49,60,21,100000.0
56,56,78,17,425000.0
53,53,64,21,200000.0
59,59,67,22,475000.0
52,51,59,21,130000.0
56,56,76,18,350000.0
56,54,64,22,230000.0
61,61,70,21,700000.0
50,47,55,20,100000.0
50,49,64,19,110000.0
51,49,67,17,110000.0
48,48,54,20,60000.0
49,47,52,22,70000.0
47,47,60,17,90000.0
48,47,60,18,110000.0
50,47,59,18,100000.0
56,55,66,19,275000.0
49,47,57,18,90000.0
50,50,66,17,100000.0
51,48,64,17,120000.0
58,57,78,19,525000.0
61,59,76,17,525000.0
58,58,68,20,375000.0
49,49,55,23,70000.0
49,48,58,20,100000.0
49,47,52,21,70000.0
50,50,65,19,100000.0
48,47,53,20,70000.0
48,46,60,16,110000.0
63,62,83,16,1200000.0
50,48,60,18,110000.0
50,49,55,19,70000.0
49,49,56,21,80000.0
57,55,58,26,150000.0
58,58,69,17,350000.0
56,53,67,17,210000.0
61,59,60,26,240000.0
54,53,75,17,300000.0
68,66,78,18,2000000.0
54,51,70,18,150000.0
65,63,79,18,1200000.0
56,55,73,18,300000.0
47,47,70,16,130000.0
63,61,71,22,725000.0
57,57,69,19,350000.0
66,64,73,21,1200000.0
50,48,56,21,100000.0
48,46,52,20,70000.0
50,47,50,24,60000.0
51,51,59,21,130000.0
51,49,58,20,100000.0
50,48,58,19,100000.0
49,46,61,18,110000.0
49,49,56,20,80000.0
49,47,55,19,90000.0
49,47,56,19,90000.0
49,47,60,18,110000.0
50,47,54,19,90000.0
48,47,56,19,100000.0
50,46,58,19,110000.0
55,53,71,17,240000.0
50,48,54,21,70000.0
50,47,53,19,70000.0
48,46,56,16,100000.0
55,54,61,22,220000.0
52,51,56,23,90000.0
53,51,58,21,120000.0
54,54,66,21,230000.0
51,49,66,18,120000.0
52,51,60,20,130000.0
49,45,55,16,100000.0
52,50,55,21,70000.0
50,48,53,19,70000.0
52,48,54,20,70000.0
54,52,57,20,120000.0
49,49,61,16,100000.0
48,44,59,16,110000.0
50,49,59,18,100000.0
52,50,60,19,90000.0
48,48,63,16,90000.0
55,55,62,23,240000.0
61,59,65,23,350000.0
51,49,61,19,110000.0
51,51,66,19,130000.0
50,49,58,20,100000.0
52,50,58,19,90000.0
60,58,69,18,425000.0
53,52,62,20,170000.0
58,56,70,17,300000.0
59,58,68,18,425000.0
55,54,72,17,250000.0
55,53,68,17,210000.0
57,55,66,20,250000.0
57,53,73,16,250000.0
58,56,73,19,375000.0
57,54,74,17,300000.0
63,62,77,18,925000.0
61,58,75,17,500000.0
54,52,61,19,170000.0
49,48,56,21,110000.0
50,50,62,18,90000.0
50,48,64,16,110000.0
50,48,63,17,110000.0
50,48,61,19,110000.0
52,52,71,17,170000.0
62,60,64,23,325000.0
53,51,56,22,90000.0
52,50,55,22,70000.0
50,48,56,20,100000.0
50,49,54,21,70000.0
50,48,53,23,60000.0
50,48,54,24,70000.0
48,46,56,19,100000.0
52,50,58,20,100000.0
50,49,55,21,80000.0
61,60,70,20,550000.0
57,53,59,23,140000.0
68,64,78,21,1400000.0
63,63,71,23,925000.0
53,52,65,18,170000.0
58,55,65,20,250000.0
59,58,68,21,425000.0
50,50,66,19,110000.0
59,56,71,18,325000.0
52,50,65,18,110000.0
52,50,62,19,110000.0
65,64,79,20,1300000.0
62,59,73,17,500000.0
54,53,73,17,250000.0
62,62,68,22,600000.0
61,61,68,22,625000.0
64,62,71,23,825000.0
53,53,58,23,110000.0
57,56,57,26,170000.0
56,54,65,22,240000.0
50,50,68,16,110000.0
60,57,65,21,350000.0
52,50,65,19,100000.0
49,49,65,18,100000.0
61,60,67,21,475000.0
64,62,64,25,500000.0
65,65,71,25,875000.0
57,56,71,19,325000.0
61,59,71,18,525000.0
65,64,77,22,1400000.0
61,59,74,18,500000.0
66,63,78,18,1100000.0
57,56,72,17,350000.0
56,56,70,18,325000.0
54,54,66,17,210000.0
60,58,76,18,525000.0
61,59,63,20,325000.0
61,58,78,16,550000.0
59,59,66,21,400000.0
62,62,69,21,775000.0
53,53,73,16,230000.0
60,60,69,20,475000.0
60,58,65,21,400000.0
63,61,68,20,650000.0
62,62,63,27,350000.0
55,53,64,20,190000.0
58,57,70,17,375000.0
71,69,71,25,1800000.0
52,52,62,16,140000.0
65,61,80,17,825000.0
61,61,80,18,725000.0
63,61,79,17,775000.0
54,51,67,17,150000.0
61,59,72,17,525000.0
63,61,73,16,700000.0
53,50,73,18,150000.0
51,51,58,21,100000.0
57,55,63,21,275000.0
56,54,66,17,230000.0
53,51,62,18,120000.0
63,63,69,24,700000.0
64,64,64,31,475000.0
61,57,82,16,500000.0
59,58,78,16,550000.0
61,59,77,17,525000.0
54,52,69,19,210000.0
55,54,68,19,250000.0
55,55,69,18,250000.0
56,54,66,19,240000.0
57,57,76,18,375000.0
61,61,69,20,675000.0
55,52,62,20,170000.0
67,64,65,26,700000.0
56,53,69,18,240000.0
64,62,69,20,775000.0
60,58,65,23,400000.0
63,62,73,20,875000.0
63,63,69,21,725000.0
64,63,64,27,550000.0
55,54,64,17,210000.0
60,59,69,19,475000.0
59,55,75,18,350000.0
61,60,66,24,375000.0
66,65,65,27,750000.0
55,53,69,17,230000.0
54,53,73,16,250000.0
59,58,70,17,475000.0
54,54,73,17,240000.0
58,56,74,17,350000.0
57,57,66,19,325000.0
62,61,70,18,700000.0
62,60,72,18,575000.0
59,58,73,18,450000.0
56,52,67,18,180000.0
53,51,65,18,140000.0
53,51,66,18,130000.0
55,54,73,19,275000.0
60,59,68,20,475000.0
62,58,66,22,450000.0
54,54,69,20,230000.0
60,57,70,17,375000.0
58,58,69,18,400000.0
60,57,73,17,400000.0
57,55,63,20,275000.0
57,54,64,19,230000.0
62,62,62,33,210000.0
67,64,69,21,900000.0
58,55,74,17,325000.0
62,61,68,21,675000.0
61,58,60,25,230000.0
57,57,74,18,375000.0
61,59,75,17,575000.0
52,52,65,20,170000.0
51,51,63,19,130000.0
54,52,65,17,170000.0
55,53,70,19,230000.0
50,50,63,17,90000.0
53,52,66,19,180000.0
56,55,67,19,275000.0
57,54,61,20,210000.0
52,50,66,19,120000.0
51,51,66,16,120000.0
56,52,65,18,180000.0
62,60,79,16,575000.0
52,49,57,20,100000.0
61,61,79,17,775000.0
60,58,75,19,500000.0
60,58,62,24,300000.0
53,53,73,17,230000.0
52,51,65,18,140000.0
52,52,68,19,200000.0
64,62,84,17,1300000.0
64,60,82,16,775000.0
61,60,76,17,575000.0
60,60,74,19,550000.0
59,59,76,17,550000.0
61,59,80,16,700000.0
54,54,67,18,220000.0
54,54,70,17,240000.0
55,53,62,21,210000.0
62,61,73,21,800000.0
62,59,69,20,500000.0
60,59,66,20,450000.0
59,56,71,20,350000.0
68,65,68,26,850000.0
54,54,63,18,220000.0
60,59,70,20,500000.0
53,53,66,16,200000.0
56,55,70,17,300000.0
62,59,67,20,500000.0
54,50,65,16,110000.0
55,54,67,18,240000.0
54,53,64,17,190000.0
64,63,68,23,725000.0
58,57,73,16,400000.0
51,51,62,22,130000.0
46,44,47,24,60000.0
47,46,50,22,60000.0
61,58,65,20,400000.0
64,62,70,20,875000.0
61,60,68,19,525000.0
55,53,68,20,210000.0
56,55,66,22,275000.0
61,60,74,17,550000.0
59,56,74,19,375000.0
60,57,72,19,400000.0
58,57,61,23,240000.0
60,58,70,18,475000.0
59,57,65,23,375000.0
63,62,71,20,875000.0
48,48,62,19,110000.0
60,58,66,20,450000.0
62,59,71,17,500000.0
49,49,60,17,80000.0
60,59,68,21,500000.0
62,60,67,23,450000.0
60,55,70,16,275000.0
52,50,58,23,100000.0
62,60,69,20,500000.0
60,58,67,19,450000.0
52,50,70,17,120000.0
56,56,69,19,350000.0
61,59,67,20,500000.0
60,59,71,19,525000.0
64,62,77,20,975000.0
57,57,72,18,325000.0
65,62,69,20,800000.0
67,65,67,26,775000.0
61,59,78,17,525000.0
59,56,70,20,350000.0
53,51,56,21,80000.0
63,61,74,18,775000.0
61,60,65,24,350000.0
52,50,61,18,100000.0
63,61,77,18,775000.0
63,61,67,21,525000.0
58,55,67,21,300000.0
62,62,77,18,875000.0
68,67,70,26,1200000.0
61,58,72,19,475000.0
58,58,70,18,400000.0
62,60,67,20,475000.0
57,57,68,19,300000.0
54,50,68,17,120000.0
65,63,67,24,625000.0
50,50,67,17,110000.0
54,54,66,22,230000.0
61,60,69,23,525000.0
54,50,66,18,120000.0
53,50,66,18,120000.0
53,50,67,16,110000.0
57,57,71,19,375000.0
57,55,58,27,140000.0
60,58,68,19,400000.0
56,53,77,16,300000.0
54,54,62,19,200000.0
67,65,67,24,950000.0
53,52,67,17,180000.0
48,48,64,17,100000.0
50,49,64,17,110000.0
60,58,71,18,475000.0
57,57,65,20,300000.0
66,66,66,29,750000.0
60,58,73,17,475000.0
64,62,73,18,825000.0
61,59,66,22,425000.0
55,55,70,20,275000.0
61,58,71,17,475000.0
57,55,61,23,180000.0
57,53,69,19,240000.0
57,57,65,19,325000.0
56,52,60,20,170000.0
52,52,70,19,200000.0
59,58,74,17,500000.0
51,51,59,22,110000.0
65,63,73,19,1000000.0
60,58,69,21,425000.0
53,53,73,18,230000.0
61,60,65,23,375000.0
52,50,54,19,60000.0
59,59,66,23,425000.0
52,47,67,18,130000.0
49,47,61,17,100000.0
68,68,69,26,1400000.0
67,67,71,25,1300000.0
50,50,56,24,60000.0
57,57,76,17,350000.0
54,50,65,18,110000.0
53,51,69,18,150000.0
58,56,64,23,325000.0
60,56,76,17,375000.0
66,65,77,18,1600000.0
56,56,63,23,240000.0
50,50,73,16,130000.0
52,52,72,16,210000.0
51,50,68,17,110000.0
53,51,71,16,160000.0
63,63,75,19,1100000.0
62,59,67,22,500000.0
56,54,61,22,220000.0
56,56,75,18,350000.0
53,53,61,22,180000.0
59,57,65,20,350000.0
55,52,69,20,210000.0
59,57,72,16,375000.0
64,64,64,32,475000.0
55,54,65,18,220000.0
52,52,70,18,180000.0
53,50,59,19,100000.0
58,58,75,18,500000.0
63,63,68,25,550000.0
61,60,60,29,240000.0
58,55,60,23,190000.0
60,60,67,24,425000.0
51,49,61,18,100000.0
64,61,72,20,675000.0
65,65,77,20,1700000.0
55,51,65,18,140000.0
57,55,66,22,275000.0
59,57,66,21,350000.0
55,55,63,23,240000.0
64,62,75,21,975000.0
54,54,60,22,140000.0
54,53,64,20,210000.0
60,59,67,23,475000.0
53,53,63,19,170000.0
59,57,62,21,250000.0
62,60,62,27,250000.0
64,63,67,24,625000.0
57,56,66,21,325000.0
50,50,58,19,100000.0
50,49,57,19,100000.0
52,50,57,20,90000.0
52,52,59,21,140000.0
58,56,66,21,325000.0
52,50,63,16,100000.0
59,56,72,17,350000.0
64,61,70,22,750000.0
59,57,78,17,525000.0
59,56,63,20,275000.0
58,55,66,19,275000.0
64,64,67,25,725000.0
59,59,73,20,525000.0
54,52,72,18,220000.0
51,49,56,23,90000.0
66,64,69,25,875000.0
62,59,68,22,475000.0
57,55,63,22,275000.0
59,59,71,19,500000.0
62,59,74,18,525000.0
55,55,65,19,250000.0
61,61,76,18,675000.0
60,60,70,20,475000.0
59,58,73,19,475000.0
66,64,72,21,1300000.0
72,71,77,21,2800000.0
68,67,69,26,1200000.0
50,50,60,17,80000.0
57,55,75,17,325000.0
67,67,67,26,1100000.0
66,60,67,24,500000.0
60,59,72,19,525000.0
56,55,74,18,325000.0
63,61,70,19,725000.0
53,53,66,19,210000.0
65,62,74,21,975000.0
67,67,69,26,1200000.0
54,54,65,21,210000.0
59,59,72,19,500000.0
61,59,68,24,475000.0
64,64,65,25,700000.0
53,53,58,24,130000.0
67,63,67,23,675000.0
63,63,67,25,625000.0
52,51,63,18,140000.0
63,63,63,30,400000.0
54,52,64,21,180000.0
54,52,66,19,190000.0
53,50,64,20,110000.0
52,51,67,16,150000.0
52,51,60,21,130000.0
51,48,61,19,110000.0
63,63,63,32,300000.0
62,62,69,23,750000.0
56,55,65,21,275000.0
54,52,55,26,90000.0
58,57,72,18,375000.0
57,57,70,17,325000.0
58,58,74,18,450000.0
54,54,68,17,210000.0
60,59,69,22,475000.0
62,61,77,20,850000.0
59,57,67,22,375000.0
61,59,66,19,425000.0
58,57,71,17,350000.0
61,61,75,17,750000.0
55,53,60,20,170000.0
60,59,60,25,275000.0
67,65,65,31,575000.0
55,53,61,21,210000.0
58,55,64,20,275000.0
63,61,67,23,525000.0
64,61,71,20,725000.0
55,55,66,20,240000.0
56,54,63,18,230000.0
61,61,72,18,650000.0
61,61,61,32,160000.0
58,55,68,18,300000.0
53,52,61,23,170000.0
58,55,63,20,250000.0
58,56,66,22,325000.0
59,57,65,22,350000.0
55,55,65,18,230000.0
62,59,69,18,475000.0
61,59,79,18,575000.0
55,55,60,24,150000.0
56,54,71,17,250000.0
59,57,76,18,400000.0
62,58,70,19,475000.0
62,62,72,22,775000.0
62,62,68,23,500000.0
56,56,67,21,300000.0
54,50,69,18,120000.0
55,53,72,19,230000.0
58,55,72,17,325000.0
59,56,61,19,210000.0
65,63,65,27,500000.0
49,47,62,18,110000.0
52,48,59,20,100000.0
52,52,69,20,180000.0
61,59,69,21,500000.0
65,62,65,26,525000.0
64,62,71,22,825000.0
52,50,67,17,110000.0
49,45,53,20,100000.0
52,52,69,17,190000.0
55,53,67,20,210000.0
53,50,62,18,110000.0
56,56,56,30,140000.0
53,50,65,18,110000.0
50,48,61,18,100000.0
53,51,66,19,130000.0
48,48,60,17,100000.0
49,48,62,18,110000.0
64,60,74,20,600000.0
63,61,64,25,425000.0
65,63,73,23,1000000.0
55,55,70,19,250000.0
60,58,65,24,375000.0
58,57,63,22,240000.0
63,60,72,19,575000.0
60,59,73,18,500000.0
64,63,69,21,700000.0
55,51,74,17,180000.0
67,66,72,23,1400000.0
50,50,60,20,100000.0
52,51,66,20,140000.0
56,54,63,21,230000.0
53,50,66,17,120000.0
53,51,69,16,150000.0
53,53,65,18,210000.0
54,53,69,16,230000.0
61,58,71,21,500000.0
55,53,70,17,220000.0
59,59,69,17,400000.0
61,59,69,18,475000.0
70,67,70,25,1300000.0
65,65,74,22,1500000.0
54,54,71,16,240000.0
61,60,80,17,675000.0
62,62,79,18,975000.0
64,62,70,24,825000.0
65,63,68,22,750000.0
65,62,74,18,925000.0
50,50,60,19,100000.0
48,48,63,18,90000.0
51,49,69,17,120000.0
49,48,56,20,100000.0
52,50,67,18,120000.0
50,50,64,18,100000.0
52,51,63,19,130000.0
52,51,66,18,140000.0
52,52,67,18,180000.0
51,49,69,18,130000.0
49,49,55,20,70000.0
63,63,77,20,1100000.0
56,53,68,21,230000.0
50,50,59,21,100000.0
64,63,70,22,925000.0
59,57,73,18,400000.0
56,56,70,17,275000.0
59,59,74,18,450000.0
53,51,65,17,130000.0
63,60,73,17,550000.0
63,61,69,19,725000.0
64,61,68,20,650000.0
59,57,69,17,375000.0
57,55,69,18,275000.0
51,49,64,18,100000.0
49,48,59,21,100000.0
59,57,63,21,250000.0
51,49,59,19,90000.0
64,62,77,17,850000.0
63,61,66,23,500000.0
56,56,64,22,275000.0
68,67,68,29,950000.0
67,65,72,23,1300000.0
56,56,60,24,160000.0
69,68,69,27,1200000.0
53,50,65,16,110000.0
68,66,74,20,1900000.0
67,65,71,25,1000000.0
59,57,69,21,375000.0
59,56,67,22,300000.0
59,57,64,23,300000.0
65,63,68,25,625000.0
56,52,72,17,210000.0
63,62,77,17,900000.0
54,50,73,17,150000.0
67,65,74,19,1500000.0
64,62,76,18,925000.0
50,50,67,16,110000.0
64,64,72,20,1100000.0
63,60,67,24,500000.0
56,55,75,18,350000.0
58,56,63,22,275000.0
55,53,71,19,240000.0
66,65,66,24,875000.0
59,58,68,17,400000.0
63,62,76,17,900000.0
58,57,76,18,400000.0
61,59,73,20,550000.0
69,67,73,23,1600000.0
63,61,67,20,450000.0
59,59,72,18,500000.0
59,58,65,19,375000.0
64,62,72,19,800000.0
59,59,71,18,450000.0
64,62,74,18,925000.0
51,50,57,21,100000.0
48,47,54,20,90000.0
56,54,62,21,240000.0
51,50,65,18,100000.0
53,52,68,18,200000.0
49,49,64,18,90000.0
51,49,59,17,90000.0
59,57,67,19,350000.0
52,50,59,17,100000.0
63,62,70,22,850000.0
54,53,60,22,190000.0
66,65,71,24,1000000.0
53,53,63,17,180000.0
55,51,61,17,120000.0
61,61,69,21,650000.0
65,65,67,26,675000.0
53,53,64,20,200000.0
50,50,58,20,90000.0
51,50,63,19,110000.0
63,63,64,26,575000.0
63,62,75,19,950000.0
52,52,66,17,160000.0
53,53,62,20,180000.0
64,63,73,20,1100000.0
56,55,67,22,300000.0
58,56,71,17,300000.0
57,56,71,17,325000.0
65,63,69,24,700000.0
54,54,59,22,130000.0
56,56,62,22,190000.0
56,54,60,20,170000.0
52,51,62,17,110000.0
55,55,73,18,300000.0
68,68,71,27,1200000.0
68,68,72,27,1300000.0
60,57,73,18,425000.0
65,64,68,25,750000.0
63,60,77,17,625000.0
60,58,70,20,500000.0
58,56,61,24,220000.0
50,50,58,22,90000.0
48,48,64,19,120000.0
51,48,60,20,110000.0
71,70,71,27,1600000.0
69,69,70,25,1700000.0
57,57,75,19,375000.0
61,58,66,23,450000.0
54,53,71,19,240000.0
61,60,75,19,550000.0
62,62,62,38,45000.0
62,61,67,23,475000.0
65,65,66,29,550000.0
60,59,67,20,475000.0
53,51,69,17,150000.0
65,65,65,27,700000.0
54,51,57,23,90000.0
61,60,60,28,250000.0
56,55,69,19,275000.0
55,54,71,16,250000.0
66,63,66,26,625000.0
69,68,74,20,1900000.0
64,64,79,17,1300000.0
52,52,70,17,170000.0
59,57,64,25,300000.0
55,54,71,18,275000.0
56,55,73,17,300000.0
65,62,74,20,950000.0
66,66,66,32,550000.0
62,62,66,25,525000.0
59,59,59,27,220000.0
61,61,74,19,750000.0
56,56,59,28,130000.0
50,50,63,20,100000.0
71,69,77,21,2900000.0
54,53,67,18,220000.0
52,50,66,18,110000.0
55,52,71,17,200000.0
61,59,74,16,475000.0
59,58,69,19,425000.0
57,55,74,16,325000.0
59,55,68,18,300000.0
52,50,68,17,120000.0
64,62,64,26,500000.0
56,55,63,21,275000.0
66,64,66,26,650000.0
55,53,63,16,180000.0
52,52,63,19,150000.0
54,53,70,19,230000.0
66,65,71,23,1100000.0
55,55,69,19,250000.0
64,63,74,18,1000000.0
54,52,66,16,170000.0
67,65,78,22,1700000.0
58,56,61,25,190000.0
62,61,68,25,600000.0
60,57,73,19,400000.0
61,60,80,16,675000.0
55,54,55,27,130000.0
61,58,74,20,525000.0
55,55,75,19,350000.0
59,58,74,20,525000.0
60,60,70,19,500000.0
57,53,62,21,210000.0
52,52,65,18,160000.0
69,66,69,24,1200000.0
74,71,73,25,2200000.0
63,60,75,19,575000.0
62,61,73,18,725000.0
66,63,72,19,1000000.0
67,66,74,21,1900000.0
63,61,62,26,375000.0
60,57,71,19,375000.0
52,50,64,17,100000.0
56,54,70,17,250000.0
52,50,69,18,120000.0
59,59,69,21,450000.0
59,56,68,18,325000.0
65,63,70,20,875000.0
56,54,72,17,275000.0
64,60,64,25,350000.0
50,50,57,23,80000.0
55,55,67,19,250000.0
67,64,72,22,1300000.0
63,62,65,25,475000.0
51,51,66,18,120000.0
55,55,66,18,250000.0
64,63,66,24,650000.0
59,57,77,17,450000.0
62,62,67,23,475000.0
52,52,60,21,160000.0
66,64,71,22,1100000.0
51,51,59,16,100000.0
64,61,69,20,725000.0
62,59,75,19,575000.0
59,56,69,17,325000.0
59,59,75,16,500000.0
51,51,64,16,120000.0
54,52,66,17,180000.0
53,50,62,17,110000.0
51,51,67,17,140000.0
58,58,63,22,300000.0
54,52,62,17,170000.0
57,57,70,18,325000.0
67,66,68,25,1100000.0
56,52,62,18,170000.0
55,51,64,16,130000.0
54,53,69,19,240000.0
55,53,67,17,200000.0
53,51,63,19,130000.0
56,56,73,17,350000.0
59,59,65,22,300000.0
61,61,70,19,675000.0
67,65,76,23,1500000.0
55,53,68,18,220000.0
58,56,72,19,375000.0
53,51,61,21,130000.0
65,63,80,17,1200000.0
63,62,69,24,750000.0
62,62,72,19,825000.0
57,53,60,23,190000.0
65,65,70,24,875000.0
63,63,63,38,110000.0
66,66,69,26,1000000.0
65,63,77,18,1100000.0
63,62,68,21,650000.0
59,56,75,19,375000.0
55,51,65,17,130000.0
52,52,65,17,170000.0
56,52,61,20,170000.0
66,66,66,33,450000.0
68,67,71,24,1500000.0
65,64,72,19,1200000.0
70,70,70,30,1500000.0
59,58,69,21,425000.0
59,58,80,16,650000.0
51,51,71,17,140000.0
55,54,65,17,210000.0
53,53,70,17,220000.0
56,53,68,18,220000.0
55,50,65,18,110000.0
60,60,65,22,300000.0
52,50,54,22,60000.0
64,62,63,24,500000.0
50,48,57,20,100000.0
50,47,55,21,110000.0
50,50,71,17,140000.0
59,57,75,17,375000.0
59,57,65,19,350000.0
49,49,58,22,90000.0
50,46,56,22,100000.0
68,66,69,24,1200000.0
54,52,67,16,170000.0
51,49,66,17,110000.0
50,50,66,18,100000.0
54,52,68,18,190000.0
67,67,75,22,2200000.0
64,63,65,26,550000.0
56,54,64,18,230000.0
61,61,68,19,600000.0
53,53,62,21,180000.0
66,66,74,21,1800000.0
67,66,73,21,1600000.0
56,56,72,17,325000.0
68,65,75,19,1500000.0
52,50,64,20,110000.0
50,50,63,21,100000.0
52,50,60,22,100000.0
49,49,63,20,100000.0
53,50,59,22,100000.0
63,61,70,23,675000.0
61,61,66,23,400000.0
64,64,64,37,60000.0
63,62,70,21,900000.0
61,59,76,16,550000.0
61,59,74,17,475000.0
60,59,78,17,550000.0
55,52,69,17,200000.0
65,62,73,22,900000.0
54,53,68,18,220000.0
57,55,68,21,300000.0
62,61,76,19,725000.0
55,52,65,17,180000.0
55,53,64,19,200000.0
53,51,59,22,130000.0
50,50,65,17,90000.0
60,59,74,17,525000.0
64,59,71,20,550000.0
58,52,63,16,160000.0
59,58,72,16,475000.0
56,52,63,17,160000.0
61,61,75,20,700000.0
51,51,65,19,120000.0
60,60,67,20,425000.0
51,51,67,18,130000.0
55,54,70,18,250000.0
66,65,76,19,1500000.0
64,62,65,24,550000.0
50,50,61,17,90000.0
61,58,66,19,450000.0
57,57,71,20,350000.0
53,53,69,19,210000.0
59,59,77,18,550000.0
62,60,71,20,550000.0
68,67,77,19,2100000.0
63,62,62,29,400000.0
63,60,63,26,325000.0
69,65,74,22,1600000.0
57,57,75,18,400000.0
56,54,72,16,250000.0
55,53,65,18,220000.0
58,54,68,18,250000.0
69,68,69,29,1100000.0
64,63,76,20,1200000.0
57,56,65,20,300000.0
64,64,65,26,700000.0
58,58,67,18,400000.0
61,59,66,25,400000.0
61,58,75,19,525000.0
52,52,68,18,180000.0
65,62,75,21,975000.0
51,51,56,26,70000.0
52,52,77,16,230000.0
66,64,71,20,1200000.0
57,56,66,19,300000.0
51,49,64,19,100000.0
54,52,67,19,190000.0
60,60,70,18,500000.0
59,59,75,18,550000.0
59,58,70,19,475000.0
65,63,67,22,700000.0
63,59,69,21,500000.0
58,57,74,18,425000.0
55,54,65,19,220000.0
56,55,69,18,300000.0
59,57,73,19,425000.0
66,64,74,19,1300000.0
60,59,71,18,525000.0
